date,ETF_1,ETF_2,ETF_3,ETF_4,ETF_5
2019-01-02,0.013400941687794,-0.034188034188034,0.000659793814433,0.00104033290653,0.005267056209366
2019-01-03,-0.016082916368835,-0.010140117994101,0.009066183136899,-0.023862818770485,0.011379451494065
2019-01-04,0.040682891391209,0.006146395976905,-0.008086253369272,0.033495761844314,-0.011575198316335
2019-01-07,0.027399650959861,0.055720103665309,0.003458498023715,0.007884623004081,-0.002948161493735
2019-01-08,-0.002208255478172,0.016131860424338,-0.002708025603151,0.009395392719553,-0.002628336755647
2019-01-09,0.053115423901941,0.010353753235548,0.006418168353493,0.004673443159248,-0.001564687474265
2019-01-10,0.0061429033301,-0.00597779675491,-0.00588668138337,0.003527541962244,-0.006433520290333
2019-01-11,-0.006105398457584,0.009278350515464,0.001727115716753,0.000386279357231,0.00390171011124
2019-01-14,-0.007759456838021,-0.008512087163773,0.002380952380952,-0.006100857209051,-0.003721161002233
2019-01-15,0.002606712284132,0.025583791208791,-0.001720042591531,0.011460761460762,-0.003652058432935
2019-01-16,0.008612284692883,0.003515821195379,0.003199868723334,0.002419819473785,0.000999666777741
2019-01-17,-0.006927662316739,-0.012846179512846,-0.001308579373518,0.007586788259637,0.000249667110519
2019-01-18,0.034717715768981,0.005070136893696,-0.008926377856031,0.013310009126864,-0.005241700640652
2019-01-21,0.001254311696457,0.005717168320162,0,0,0
2019-01-22,-0.027247103037896,-0.01153653235245,0.003553131713766,-0.013510470614726,0.006774841083975
2019-01-23,0.003702511268513,0.000338294993234,-0.001399752984767,0.002092368561211,-0.000415385893495
2019-01-24,0.005292702485966,0.006763611768684,-0.001566622691293,0.000531490831783,0.006565824468085
2019-01-25,0.011327377153797,-0.046355391333557,0.014617226856057,0.008461392525137,-0.004789034761787
2019-01-28,-0.037387600567913,0.029587883057415,0.003499918606544,-0.007600270900745,-0.000995602754501
2019-01-29,0.037200917731891,-0.008723913787205,0.005596560953849,-0.001326963906582,0.005066024416577
2019-01-30,0.02117238110286,-0.012597066436583,0.005726730117761,0.01583083406097,-0.000743678730788
2019-01-31,0.013770694723813,0.020272631946872,0.000481193359532,0.008782420210778,0.008600016538493
2019-02-01,-0.009920634920635,-0.005652620760535,-0.002004008016032,0.000481606342385,-0.008280724768386
2019-02-04,-0.008632649915215,0.00396210163652,-0.00433734939759,0.007035473598459,-0.004464285714286
2019-02-05,-0.002954439433992,0.011667810569664,0.002581477896096,0.004191792910722,0.004567347616675
2019-02-06,0.00187149095446,-0.00033921302578,-0.006758931445124,-0.001318198462102,0.000495990741506
2019-02-07,-0.036425902864259,-0.002544960977265,0.002430330524951,-0.009532888465205,0.006609931421961
2019-02-08,0.008400646203554,-0.00340193910529,0.003798286730241,0.001221588805804,0.004268242633177
2019-02-11,-0.017462351810317,-0.015531660692951,-0.004911037758635,0.000554590157873,-0.003923171230078
2019-02-12,0.031142996902005,0.011442441054092,0.00210355987055,0.012859359988176,-0.002584721424469
2019-02-13,0.017235926628716,-0.00257113472746,-0.003956079444534,0.00324699014958,-0.003743161531817
2019-02-14,-0.00544069640914,-0.018216188348514,0.005592931831077,-0.002218262482272,0.005697770437655
2019-02-15,0.029384182557049,0.046385436723263,0.005964855714977,0.010897295721263,0.001560062402496
2019-02-18,0.009413908290313,0.017229842756775,0,0,0
2019-02-19,-0.006167268351384,0.005920078934386,0.015224358974359,0.001730540433356,0.002541400229546
2019-02-20,0.019827455728773,0.012097433382377,-0.0017363851618,0.002015475976246,-0.002862049227247
2019-02-21,-0.002968239833779,-0.013245033112583,-0.011306135357369,-0.003555906756223,-0.008938822371658
2019-02-22,0.005954153021733,0.004419708626616,0.00359856057577,0.006199985581429,0.005957798924286
2019-02-25,-0.034921574430305,-0.012059973924381,-0.001035856573705,0.001361324066776,-0.002961256889035
2019-02-26,0.007666360012266,-0.019630484988453,0.001675041876047,-0.000715512306812,0.004950086626516
2019-02-27,0.026475958612295,0.005384485949857,-0.007087115782768,-0.000429614778748,-0.011329119119941
2019-02-28,-0.002964719833976,-0.013891213389121,-0.005613922527869,-0.001862464183381,-0.003404467325417
2019-03-01,-0.017543859649123,-0.004582484725051,-0.017017501411404,0.006243720396153,-0.011331444759207
2019-03-04,0.006658595641647,-0.021483375959079,-0.002625533311454,-0.003637401041295,0.007837518961739
2019-03-05,0.000300661455201,0.003659174072138,0.001316222441593,-0.001360057265569,0.00209047579229
2019-03-06,-0.010219416892095,-0.015451388888889,-0.000903713440684,-0.006056913482905,0.003671562082777
2019-03-07,0.010324931673246,-0.009698465879034,-0.000822300797632,-0.008365485162081,0.00648486863984
2019-03-08,-0.022542831379621,0.006588319088319,0.010945601185088,-0.001999927275372,0.004212787047745
2019-03-11,0.018757687576876,0.01326729170352,-0.004884402474764,0.014501202361,-0.002961256889035
2019-03-12,0.010564443102928,-0.005412011173184,0.006053664921466,0.003771009912369,0.007012622720898
2019-03-13,0.014336917562724,-0.002632964718273,0.006993006993007,0.006619199255787,-0.001884319187285
2019-03-14,0.012367491166078,0.013199577613516,-0.011547157622739,-0.000639795265515,-0.007223179840762
2019-03-15,-0.002908667830134,0.003995136355741,0.004574789641369,0.000533504054631,0.00661430343117
2019-03-18,0.010793465577596,0.025778546712803,0.000569244531186,0.003625893142796,-0.000574948665298
2019-03-19,-0.000865800865801,-0.01045707539214,0.002763328998699,0.000247936811533,-0.002218934911243
2019-03-20,0.011265164644714,0.006817794443498,0.006484033068569,-0.003009915014164,0.010460423358867
2019-03-21,0.000856898029135,-0.020653461994244,-0.004026413271058,0.011294619072989,0.002200847733942
2019-03-22,-0.023116438356165,0.002420051858254,0.002344760672704,-0.019246303515611,0.015534770231802
2019-03-25,0.007595676307333,-0.002414209346439,0.007663144309107,-0.000752014324082,0.001601794009291
2019-03-26,0.014786894752102,0.004321521175454,-0.004963176432917,0.007454128440367,-0.000719654565808
2019-03-27,-0.005714285714286,-0.000688468158348,-0.005229283990346,-0.005229083665339,0.009202208530047
2019-03-28,-0.010632183908046,-0.001377884946607,-0.014152850788516,0.003790452351153,0.0034887408817
2019-03-29,0.02091199535289,-0.001724732666437,0.00090237899918,0.006305439777707,-0.00094816687737
2019-04-01,0.016500711237553,0.005528680027644,-0.003934103761987,0.011859246672331,-0.016371401455236
2019-04-02,0.019311502938707,0.005498281786942,0.003702789434707,0.00048980163034,0.001849320575702
2019-04-03,-0.00164744645799,-0.015208475734792,-0.001475651746188,0.001573591635486,-0.008667736757624
2019-04-04,0.004125412541254,0.024813465209093,0.002545155993432,0.002653445988409,0.002833549222798
2019-04-05,0.002191180498494,0.003217067389096,-0.001064613872738,0.004840169928268,0.001291676757891
2019-04-08,0.023230390817163,-0.01957805907173,0.004344974585998,0.000762380011782,-0.003547528823672
2019-04-09,-0.001201923076923,0.018075400241005,0.005224063341768,-0.005124831192216,0.003155595112873
2019-04-10,0.0049471854526,0.004903618532296,0.003085667884693,0.003410949845115,0.002419745120181
2019-04-11,-0.007184672698244,-0.004206629648326,-0.012790415283737,-0.000277498352354,-0.005873833279691
2019-04-12,0.009112838381131,-0.003886448124366,-0.000984009840098,0.006765899864682,-0.007122622420073
2019-04-15,-0.016201859229748,-0.00763358778626,-0.00188787654929,-0.000654811138682,0.002527105241705
2019-04-16,0.006749460043197,-0.003931623931624,-0.008963815789474,0.000655240197262,-0.006261180679785
2019-04-17,0.007374631268437,-0.007722670327785,-0.001908555306614,-0.002446925834023,0.000409131822273
2019-04-18,-0.005457207506988,0.021964718090626,0.000748254073828,0.001969252029711,0.00523474562408
2019-04-19,0,0,0,0,0
2019-04-22,0,0,0,0.000862009516585,-0.00480065093572
2019-04-23,0.03693790149893,-0.00609240142156,-0.002076929467475,0.008991628483825,0.002125746055106
2019-04-24,-0.005678884873516,0.007832453601226,0.002913752913753,-0.002219338978421,0.008158603247124
2019-04-25,0.000259605399792,-0.015205271160669,0.000830082178136,-0.000615953187558,-0.001456664238893
2019-04-26,-0.043602387749805,-0.004632012352033,0.006635149705565,0.004656736860127,0.00340384147824
2019-04-29,0.001763907734057,-0.021889003791796,-0.004449204910604,0.001567772059575,-0.006380744689444
2019-04-30,0.014492753623188,-0.002643171806167,0.003062153438716,0.000510429781876,0.005121118517314
2019-05-01,-0.010947930574098,-0.016077738515901,-0.006600660066007,-0.007516495476498,0.002021835826931
2019-05-02,-0.028617710583154,0.012390016160891,-0.003820598006645,-0.002158939035674,-0.004761904761905
2019-05-03,0.016675931072818,-0.019510464703796,0.005919626479907,0.009787760148362,0.00283837482767
2019-05-06,0,0,0.001326150020721,-0.004115226337449,0.002749474365195
2019-05-07,-0.01667577911427,-0.009768451519537,0.003310984190051,-0.016699678983676,0.007661290322581
2019-05-08,0.014456491520712,-0.019546949214469,-0.002475043313258,-0.001389226548119,-0.004321728691477
2019-05-09,-0.014524527267745,0.005589714924539,0.002398478206931,-0.003025771223872,0.004099348926935
2019-05-10,0.008898776418242,-0.003335186214564,0.001897689768977,0.005023372636573,-0.001360870957413
2019-05-13,0.000964718853363,0.004089979550102,0.010211644568887,-0.025130163137799,0.007855711422846
2019-05-14,0.000413052457662,0.013701166450657,-0.001711910002446,0.009043651641387,-0.002942813966436
2019-05-15,0.006330856041839,-0.006575342465753,-0.000571615221297,0.005857445306987,0.006142310146777
2019-05-16,0.017231947483589,-0.006618863761721,-0.007190129912575,0.009261208166702,-0.00332989772457
2019-05-17,-0.001747781661737,-0.027207107162687,-0.007077606781335,-0.006465067778936,0.002227348659613
2019-05-20,-0.001346801346802,0.012176560121766,-8.28843762951115E-05,-0.006612090680101,-0.002063655845702
2019-05-21,-0.002562373567093,-0.012781954887218,-0.002320954907162,0.0090156717732,-0.001590710252128
2019-05-22,-0.02230935640887,0.014661081492765,-0.000997008973081,-0.003071446022826,0.005735680713774
2019-05-23,-0.056423731157516,-0.00150121974104,0.007734530938124,-0.012218604488324,0.011247524752475
2019-05-24,-0.00395720357614,0.008832926141703,0.001072872823306,0.00226837740129,0.000861596302969
2019-05-27,0,0,0,0,0
2019-05-28,0.012948793407887,0.000931445603577,-0.003874690849134,-0.009300516302426,0.007904210361559
2019-05-29,-0.023532829750145,0.017680997580495,0.000331043614996,-0.00671069070141,0.002329373398556
2019-05-30,0.005504314192205,-0.005669348939283,0.006784148258459,0.0027311603838,0.008598652103184
2019-05-31,-0.040686492084628,0.009564097848078,0.013476867450078,-0.013475253556965,0.012519201228879
2019-06-03,-0.037014188772363,0.004918928766624,0.014432822508717,-0.002542957823228,0.004627171357051
2019-06-04,0.003523382447149,0.027374909354605,0.00031971864759,0.021706668609098,-0.011401389308366
2019-06-05,-0.039259495691031,-0.003352743956238,0.002556931681982,0.008662175168431,-0.005651875047735
2019-06-06,0.004651162790698,0.013279036827196,0.003267713397625,0.006502685891999,0.003226054228435
2019-06-07,0.038029100529101,0.000349467062729,0.005640292341913,0.01000702247191,0.008651711201286
2019-06-10,0.005415737496018,-0.000873362445415,-0.009953392843037,0.004588910133843,-0.00941247912555
2019-06-11,-0.003326996197719,-0.001398601398601,-0.001196840341498,-0.00024223967886,0.000613026819923
2019-06-12,-0.033222063264982,0.009978991596639,0.005192522767215,-0.001765316718588,0.000765814060346
2019-06-13,0.015126603091088,0.005026867741376,0.006119367400461,0.004126356669787,0.003443526170799
2019-06-14,0.001619695497247,0.001552259399793,-0.000315955766193,-0.001105048691208,0.002516586593457
2019-06-17,-0.007761966364813,-0.004305148958154,-0.00063211125158,0.000380280716311,0.001749581621786
2019-06-18,0.029009126466754,-0.004842615012107,0.00506008855155,0.010471023257421,0.005011770066064
2019-06-19,-0.005701615457713,-0.005387556482447,0.006057268722467,0.002257181942545,0.001435587457499
2019-06-20,0.057343102899012,0.002271535907741,0.025177887246853,0.00955435746946,0.002640712237815
2019-06-21,0.011147936125339,-0.004707112970711,0.006635649454656,-0.006286757250051,-0.010986530212958
2019-06-24,-0.012216924910608,-0.006480994920301,0.014850734959843,-0.001224489795918,0.007456440690862
2019-06-25,0.022473604826546,0.000705218617771,0.001941167687024,-0.009807928075194,0.003096442866853
2019-06-26,0.02109455671928,-0.009513742071882,-0.009165424739195,-0.000997386160407,-0.006399638608643
2019-06-27,-0.001155735336608,0.017787264318748,-0.000977664134767,0.00354597720935,0.007047056149125
2019-06-28,0.000723170378941,0.001747640685075,0.002710027100271,0.005145797598628,-0.000677200902935
2019-07-01,-0.008238184708773,-0.007676203768318,-0.019369369369369,0.009078498293515,-0.004291845493562
2019-07-02,-0.033517924803265,-0.027426160337553,0.021359669269637,0.002604342826219,0.007713248638838
2019-07-03,-0.005729794933655,0.020065075921909,0.001649051795218,0.007995142192086,0.007128920906499
2019-07-04,0.008189262966333,0.001772107035265,0,0,0
2019-07-05,0.003008423586041,-0.008667963912967,-0.011150190825414,-0.001137884872825,-0.013262797109008
2019-07-08,0.014697060587883,0.001962883654532,-0.00643257151506,-0.005494873684916,0.001359208638526
2019-07-09,-0.005320721253325,-0.007658058771149,0.003503694112271,0.001246546728657,-0.000377045471684
2019-07-10,0.035066864784547,0.006640344580043,0.015787476280835,0.004778088091793,-0.00550694025347
2019-07-11,0.016939420040195,-0.001604564093421,-0.008443547784503,0.002344194769097,-0.013350527194114
2019-07-12,-0.005364201016375,-0.009642857142857,0.006254709871891,0.004476963683138,0.001153225186438
2019-07-15,-0.003406187908033,-0.026685899747566,0,0.000332612672543,0.005759483950238
2019-07-16,-0.009683850754771,-0.00389032975176,-0.008462517786265,-0.003458021612635,-0.00297778117126
2019-07-17,-0.041127408685649,-0.013390366375302,0.016465256797583,-0.006573020586567,0.010797978250881
2019-07-18,-0.034193161367727,-0.014137606032045,0.014117996730569,0.00366091220528,7.57633154027104E-05
2019-07-19,0.001552795031056,-0.001147227533461,-0.014727432590856,-0.00555499782485,-0.002348484848485
2019-07-22,0.016124031007752,0.000382848392037,-0.000148732059195,0.002456506376821,0.001898397752297
2019-07-23,-0.002136100091547,-0.012820512820513,-0.005652658981034,0.007150050352467,-0.005457025920873
2019-07-24,0.014678899082569,0.047489823609227,0.005086393896327,0.004699530046995,0.004343850022862
